,Followers,Likes,Retweets,Sentiment,Tweeter-Handle,text,user_name
1546,26,0,1832,neutral,AXBenetF,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",Albert Benet
1547,147,0,0,neutral,receptornot,"Nadal y Federer iluminan Shanghi: Frtense bien los ojos, despejen las legaas y srvanse https://t.co/n3oraKX7eV",receptor
1548,435,0,5,neutral,nuriacorraliza,RT @elespanolcom: Este domingo Nadal disputa la final de #Shanghi ante Federer. En @podium_EE el horario y dnde verlo https://t.co/ZNSGMQ,nuria
1549,189,0,34,neutral,DerlisAguilera4,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Derlis Aguilera
1550,355,0,112,neutral,lille_peach,"RT @crystaljustinee: Od lat pij herbat z yeczk w szklance, od lat wszyscy doroli strasz mnie, e wydubi sobie oko.
I co? Moje oczy",little_luv_peach
1551,5479,0,1832,neutral,montsegolSiSi,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",Montse Gol #EFTA
1552,1856,0,0,neutral,ughtkala,@AwMyLukeyxX Kraszowalam typa przez ptora roku z maymi przerwami i nadal mi serduszko szybciej bije na jego wido https://t.co/OKXvNV2koS,Bubu Stpie
1553,49,0,1832,neutral,buiuiu1,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",Anna Cordom
1554,119,0,2,neutral,DeathHubert,"RT @sssamobojca: moj byly
-PRZESTAN
-STOP
-NIE CHCE NA CIEBIE PATRZEC
-ZEJDZ MI Z OCZU
-nadal przystojny
-jedne z lepszych chwil z nim
-st",Diablica 
1555,164,0,216,neutral,Jalr30,"RT @goitiatenis: GRACIAS POR TANTO!! Hay ms #Fedal Llega el 38 Federer-Nadal, en Shanghai. Con 36 aos Roger y 31 Rafa, juegan 3 final",Armando Len
1556,791,0,2589,neutral,Magison_Clifi,"RT @batofthedungeon: Trzy najwiksze bitwy w Polsce 2017:
Bitwa pod Rossmannem (kwiecie)
Bitwa o wieaki (Trwa nadal)
II Bitwa pod Rossma",Malanka
1557,3337,0,11,positive,SachinRoger1710,"RT @DonaldTendulkar: On the line @SH_RolexMasters final:
Federer: 350th M1000 win, 700th HC match win, 94th title to tie lendl
Nadal: 31 M1",Diehard SRT&RF fan
1558,83,0,531,neutral,almostgoodpoet,"RT @mnlightluke: Jest 13 padziernika, a ja nadal nie mam 280 znakw",JustHuman
1559,768,0,168,neutral,xtypicalalexx,RT @rainbowbearlou: jest ju 14 padziernik a ja nadal mam 140 znakw a nie 280,alex
1560,76,0,34,neutral,JheissonCruz,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Lenyn
1561,135,0,39,neutral,onurergul,"RT @demarkesports: Del Potro'yu 3-6, 6-3 ve 6-3'lk setlerle 2-1 malup eden Roger Federer, Shanghai Masters finalinde Rafael Nadal'n raki",Onur
1562,22,0,112,neutral,lefrancois_eric,RT @WeAreTennisFR: Roger #Federer renverse Juan Martin #DelPotro 3-6 6-3 6-3 pour nous offrir une finale de rve face  Nadal  #Shanghai !,lefrancois eric
1563,154,0,13,positive,NyxByNight,RT @Eurosport_UK: Rafa Nadal moves past Andre Agassi with his 871st career win!  https://t.co/h9x97pChCN,Nyx
1564,3694,0,2589,neutral,MissMyBOYSx,"RT @batofthedungeon: Trzy najwiksze bitwy w Polsce 2017:
Bitwa pod Rossmannem (kwiecie)
Bitwa o wieaki (Trwa nadal)
II Bitwa pod Rossma",just like Kasia
1565,1188,0,168,neutral,jiminsxchubs,RT @rainbowbearlou: jest ju 14 padziernik a ja nadal mam 140 znakw a nie 280,yuu-chrzan || 2350
1566,1522,0,15,neutral,ElessaMarcel,"RT @AlexM237: Nadal il perd tout ses cheveux c'est incroyable, dans 2 ans il sera chauve comme RogerKemadjouLaUndecima !",Champagne Papi .
1567,301,0,0,neutral,Wienio53,"Godwka rezydentw trwa nadal. 
A tymczasem pan marszaek... https://t.co/mbS7EkQjKx",Wiesaw Gorlewski
1568,2126,0,0,neutral,leacimvato,"14.10.2017, nadal czekam na 280 znakw",
1569,510,0,5,neutral,FacuLabourdette,"RT @ESPNtenis: #TENISxESPN Nadal nunca da por perdido una bola. Ac, una clara muestra ante Marin Cilic. https://t.co/4hWn23OFQO",Facundo
1570,67,0,91,neutral,franhele,RT @tjcope: TENIS Masters 1000 Shanghai | La dcima!! Nadal gana a Cilic en semifinales 7-5 y 7-6  y alcanza su DCIMA final de la tempo,jose francisco
1571,510,0,34,neutral,FacuLabourdette,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Facundo
1572,56,0,13,neutral,cecilia_matiass,RT @viedemerde: Il n'y pas de bonne ou de mauvaise faon d'goutter ses ptes (valide par Rafa.Nadal). #VDM #viedemerde #VDMphoto  https:/,Ceci
1573,166,0,34,neutral,JuanRCaballero9,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Juan R. Caballero
1574,343,0,161,neutral,Jhon4tn,RT @SC_ESPN: Tendremos una nueva final de lujo para disfrutar. Federer y Nadal se enfrentarn para quedarse con el M1000 de Shanghai. https,jhn
1575,2490,0,107,negative,ikill3dmyself,"RT @julxbae: 21. 2017 rok a 1D w ff nadal jest jak:
- Niall zjada ludzi gdy jest gody
- Li to idealny ksidz
- Zee to niemowa
- Lou bad bo",hrizn
1576,1764,0,112,neutral,lovlouehx,"RT @crystaljustinee: Od lat pij herbat z yeczk w szklance, od lat wszyscy doroli strasz mnie, e wydubi sobie oko.
I co? Moje oczy",V rose  | 303 |
1577,332,0,0,positive,Xorke51,"ogldam takie fajne filmiki z Daehwim i ja nadal jestem soft, a nawet jestem bardziej ni zazwyczaj",Plejboj Najtkor
1578,2356,0,112,neutral,bradwifexx,"RT @crystaljustinee: Od lat pij herbat z yeczk w szklance, od lat wszyscy doroli strasz mnie, e wydubi sobie oko.
I co? Moje oczy",Jzyczek Bradzia
1579,299,0,0,neutral,WorldNewsByRon,Shanghai Masters: Rafael Nadal to play Roger Federer in final https://t.co/EbcYhrPEIN https://t.co/KlQDzO0c7u,WorldNews
1580,715,0,34,neutral,Rakagomez,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Raquel Gomez
1581,46,0,8,neutral,dle9,RT @AFPSport: Tennis : 10e finale de la saison pour #Nadal  Shanghai https://t.co/GjljQvkMod #AFPSports #AFP https://t.co/75yj2V39zx,dle
1582,400,0,0,positive,hardworkwinz,"Best Nadal fans?  Maxwell, Aidan, Monte  https://t.co/tR3GgZaT4x",Dasha.
